ID;Idade;GrupoIdade;Rotatividade;Viagem;HoraTrabalhada;Departamento;DistanciaCasa;Educacao;AreadeAtuacao;ContagemEmpregados;NumeroEmpregados;SatisfacaoAmbiental;Gênero;TaxaHoraria;InvolvimentoTrabalho;NivelTrabalho;CargoTrabalho;SatisfacaoTrabalho;EstadoCivil;RendaMensal;PisoSalarial;TaxaMensal;NumEmpresasTrabalhadas;AcimaDe18;HoraExtra;PercentualdeAumentoSalarial;AvaliacaoDesempenho;SatisfacaoRelacionamento;HorarioPadrao;ComprarAcoes;AnosTrabalhados;TempodeTreinoAnoPassado;BalancaPessoal;AnosDeEmpresa;AnosNoCargoAtual;AnosDesdeAUtilmaPromocao;AnosComoDiretor
RM067;36;36-45;Não;Viaja_Frequentemente;1195;Pesquisa e Desenvolvimento;11;3;Ciências Humanas;1;85;2;Masculino;95;2;2;Diretor de Manufatura;2;Solteiro;6499;5k-10k;22656;1;Sim;Não;13;3;3;80;0;6;3;3;6;5;0;3
RM070;36;36-45;Sim;Viaja_Raramente;318;Pesquisa e Desenvolvimento;9;3;Médica;1;90;4;Masculino;79;2;1;Cientista Pesquisador;3;Casado;3388;Ate 5k;21777;0;Sim;Sim;17;3;1;80;1;2;0;2;1;0;0;
RM075;36;36-45;Não;Viaja_Raramente;132;Pesquisa e Desenvolvimento;6;3;Ciências Humanas;1;97;2;Feminino;55;4;1;Técnico de laboratório;4;Casado;3038;Ate 5k;22002;3;Sim;Não;12;3;2;80;0;5;3;3;1;0;0;
RM118;36;36-45;Não;Viaja_Frequentemente;1467;Vendas;11;2;Graduação Técnica;1;154;2;Feminino;92;3;3;Vendas Executive;4;Casado;9738;5k-10k;22952;0;Sim;Não;14;3;3;80;1;10;6;3;9;7;2;8
RM119;36;36-45;Não;Viaja_Raramente;922;Pesquisa e Desenvolvimento;3;2;Ciências Humanas;1;155;1;Feminino;39;3;1;Técnico de laboratório;4;Divorciado;2835;Ate 5k;2561;5;Sim;Não;22;4;1;80;1;7;2;3;1;0;0;0
RM136;36;36-45;Não;Viaja_Raramente;216;Pesquisa e Desenvolvimento;6;2;Médica;1;178;2;Masculino;84;3;2;Diretor de Manufatura;2;Divorciado;4941;Ate 5k;2819;6;Sim;Não;20;4;4;80;2;7;0;3;3;2;0;1
RM173;36;36-45;Não;Viaja_Frequentemente;1480;Pesquisa e Desenvolvimento;3;2;Médica;1;238;4;Masculino;30;3;1;Técnico de laboratório;2;Solteiro;2088;Ate 5k;15062;4;Sim;Não;12;3;3;80;0;13;3;2;8;7;7;2
RM208;36;36-45;Não;Viaja_Frequentemente;635;Pesquisa e Desenvolvimento;18;1;Médica;1;286;2;Feminino;73;3;1;Técnico de laboratório;4;Solteiro;2153;Ate 5k;7703;1;Sim;Não;13;3;1;80;0;8;2;3;8;1;1;
RM221;36;36-45;Não;Viaja_Raramente;1396;Pesquisa e Desenvolvimento;5;2;Ciências Humanas;1;304;4;Masculino;62;3;2;Técnico de laboratório;2;Solteiro;5914;5k-10k;9945;8;Sim;Não;16;3;4;80;0;16;3;4;13;11;3;7
RM270;36;36-45;Não;Viaja_Raramente;1403;Pesquisa e Desenvolvimento;6;3;Ciências Humanas;1;373;4;Masculino;47;3;1;Técnico de laboratório;4;Casado;3210;Ate 5k;20251;0;Sim;Não;11;3;3;80;1;16;4;3;15;13;10;11
RM292;36;36-45;Não;Viaja_Raramente;506;Pesquisa e Desenvolvimento;3;3;Graduação Técnica;1;397;3;Masculino;30;3;2;Cientista Pesquisador;2;Solteiro;4485;Ate 5k;26285;4;Sim;Não;12;3;4;80;0;10;2;3;8;0;7;7
RM299;36;36-45;Não;Viaja_Frequentemente;566;Pesquisa e Desenvolvimento;18;4;Ciências Humanas;1;407;3;Masculino;81;4;1;Técnico de laboratório;4;Casado;3688;Ate 5k;7122;4;Sim;Não;18;3;4;80;2;4;2;3;1;0;0;0
RM306;36;36-45;Não;Não_Viaja;1105;Pesquisa e Desenvolvimento;24;4;Ciências Humanas;1;419;2;Feminino;47;3;2;Técnico de laboratório;2;Casado;5674;5k-10k;6927;7;Sim;Não;15;3;3;80;1;11;3;3;9;8;0;8
RM359;36;36-45;Não;Não_Viaja;845;Vendas;1;5;Médica;1;479;4;Feminino;45;3;2;Vendas Executive;4;Solteiro;6653;5k-10k;15276;4;Sim;Não;15;3;2;80;0;7;6;3;1;0;0;
RM360;36;36-45;Não;Viaja_Frequentemente;541;Vendas;3;4;Médica;1;481;1;Masculino;48;2;3;Vendas Executive;4;Casado;9699;5k-10k;7246;4;Sim;Não;11;3;1;80;1;16;2;3;13;9;1;
RM378;36;36-45;Não;Viaja_Raramente;329;Pesquisa e Desenvolvimento;2;3;Ciências Humanas;1;501;4;Feminino;96;3;1;Cientista Pesquisador;3;Casado;2543;Ate 5k;11868;4;Sim;Não;13;3;2;80;1;6;3;3;2;2;2;2
RM385;36;36-45;Não;Viaja_Raramente;164;Vendas;2;2;Médica;1;513;2;Masculino;61;2;3;Vendas Executive;3;Casado;7596;5k-10k;3809;1;Sim;Não;13;3;2;80;2;10;2;3;10;9;9;0
RM443;36;36-45;Não;Não_Viaja;635;Vendas;10;4;Médica;1;592;2;Masculino;32;3;3;Vendas Executive;4;Solteiro;9980;5k-10k;15318;1;Sim;Não;14;3;4;80;0;10;3;2;10;3;9;7
RM512;36;36-45;Não;Viaja_Raramente;913;Pesquisa e Desenvolvimento;9;2;Médica;1;699;2;Masculino;48;2;2;Diretor de Manufatura;2;Divorciado;8847;5k-10k;13934;2;Sim;Sim;11;3;3;80;1;13;2;3;3;2;0;2
RM542;36;36-45;Não;Não_Viaja;427;Pesquisa e Desenvolvimento;8;3;Ciências Humanas;1;742;1;Feminino;63;4;3;Research Director;1;Casado;11713;10k-15k;20335;9;Sim;Não;14;3;1;80;1;10;2;3;8;7;0;5
RM570;36;36-45;Não;Não_Viaja;1434;Vendas;8;4;Ciências Humanas;1;789;1;Masculino;76;2;3;Vendas Executive;1;Solteiro;7587;5k-10k;14229;1;Sim;Não;15;3;2;80;0;10;1;3;10;7;0;9
RM594;36;36-45;Não;Viaja_Raramente;676;Pesquisa e Desenvolvimento;1;3;Outro;1;823;3;Feminino;35;3;2;Diretor de Manufatura;2;Casado;5228;5k-10k;23361;0;Sim;Não;15;3;1;80;1;10;2;3;9;7;0;5
RM600;36;36-45;Não;Viaja_Raramente;1041;Recursos Humanos;13;3;Recursos Humanos;1;829;3;Masculino;36;3;1;Recursos Humanos;2;Casado;2143;Ate 5k;25527;4;Sim;Não;13;3;2;80;1;8;2;3;5;2;0;4
RM622;36;36-45;Não;Viaja_Raramente;928;Vendas;1;2;Ciências Humanas;1;857;2;Masculino;56;3;2;Vendas Executive;4;Casado;6201;5k-10k;2823;1;Sim;Sim;14;3;4;80;1;18;1;2;18;14;4;11
RM634;36;36-45;Não;Viaja_Raramente;1278;Recursos Humanos;8;3;Ciências Humanas;1;878;1;Masculino;77;2;1;Recursos Humanos;1;Casado;2342;Ate 5k;8635;0;Sim;Não;21;4;3;80;0;6;3;3;5;4;0;3
RM665;36;36-45;Não;Viaja_Raramente;1425;Pesquisa e Desenvolvimento;14;1;Ciências Humanas;1;924;3;Masculino;68;3;2;Representante de saúde;4;Casado;6586;5k-10k;4821;0;Sim;Sim;17;3;1;80;1;17;2;2;16;8;4;11
RM681;36;36-45;Não;Viaja_Raramente;188;Pesquisa e Desenvolvimento;7;4;Outro;1;949;2;Masculino;65;3;1;Cientista Pesquisador;4;Solteiro;4678;Ate 5k;23293;2;Sim;Não;18;3;3;80;0;8;6;3;6;2;0;1
RM688;36;36-45;Não;Viaja_Raramente;938;Pesquisa e Desenvolvimento;2;4;Médica;1;958;3;Masculino;79;3;1;Técnico de laboratório;3;Solteiro;2519;Ate 5k;12287;4;Sim;Não;21;4;3;80;0;16;6;3;11;8;3;9
RM694;36;36-45;Sim;Viaja_Raramente;530;Vendas;3;1;Ciências Humanas;1;967;3;Masculino;51;2;3;Vendas Executive;4;Casado;10325;10k-15k;5518;1;Sim;Sim;11;3;1;80;1;16;6;3;16;7;3;7
RM709;36;36-45;Não;Não_Viaja;1229;Vendas;8;4;Graduação Técnica;1;990;1;Masculino;84;3;2;Vendas Executive;4;Divorciado;5079;5k-10k;25952;4;Sim;Não;13;3;4;80;2;12;3;3;7;7;0;7
RM753;36;36-45;Sim;Viaja_Raramente;885;Pesquisa e Desenvolvimento;16;4;Ciências Humanas;1;1042;3;Feminino;43;4;1;Técnico de laboratório;1;Solteiro;2743;Ate 5k;8269;1;Sim;Não;16;3;3;80;0;18;1;3;17;13;15;14
RM762;36;36-45;Sim;Viaja_Raramente;660;Pesquisa e Desenvolvimento;15;3;Outro;1;1052;1;Masculino;81;3;2;Técnico de laboratório;3;Divorciado;4834;Ate 5k;7858;7;Sim;Não;14;3;2;80;1;9;3;2;1;0;0;0
RM774;36;36-45;Não;Viaja_Raramente;796;Pesquisa e Desenvolvimento;12;5;Médica;1;1073;4;Feminino;51;2;3;Diretor de Manufatura;4;Solteiro;8858;5k-10k;15669;0;Sim;Não;11;3;2;80;0;15;2;2;14;8;7;8
RM818;36;36-45;Não;Não_Viaja;217;Pesquisa e Desenvolvimento;18;4;Ciências Humanas;1;1133;1;Masculino;78;3;2;Diretor de Manufatura;4;Solteiro;7779;5k-10k;23238;2;Sim;Não;20;4;1;80;0;18;0;3;11;9;0;9
RM874;36;36-45;Não;Viaja_Raramente;917;Pesquisa e Desenvolvimento;6;4;Ciências Humanas;1;1221;3;Masculino;60;1;1;Técnico de laboratório;3;Divorciado;2741;Ate 5k;6865;1;Sim;Não;14;3;3;80;1;7;4;3;7;7;1;7
RM883;36;36-45;Não;Viaja_Raramente;363;Pesquisa e Desenvolvimento;1;3;Graduação Técnica;1;1237;3;Feminino;77;1;3;Diretor de Manufatura;1;Divorciado;10252;10k-15k;4235;2;Sim;Sim;21;4;3;80;1;17;2;3;7;7;7;7
RM901;36;36-45;Não;Viaja_Frequentemente;469;Pesquisa e Desenvolvimento;3;3;Graduação Técnica;1;1257;3;Masculino;46;3;1;Cientista Pesquisador;2;Casado;3692;Ate 5k;9256;1;Sim;Não;12;3;3;80;0;12;2;2;11;10;0;7
RM928;36;36-45;Não;Viaja_Raramente;429;Pesquisa e Desenvolvimento;2;4;Ciências Humanas;1;1294;3;Feminino;53;3;2;Diretor de Manufatura;2;Solteiro;5410;5k-10k;2323;9;Sim;Sim;11;3;4;80;0;18;2;3;16;14;5;12
RM943;36;36-45;Não;Viaja_Raramente;325;Pesquisa e Desenvolvimento;10;4;Graduação Técnica;1;1312;4;Feminino;63;3;3;Representante de saúde;3;Casado;7094;5k-10k;5747;3;Sim;Não;12;3;1;80;0;10;0;3;7;7;1;7
RM969;36;36-45;Não;Viaja_Frequentemente;607;Vendas;7;3;Marketing;1;1362;1;Feminino;83;4;2;Vendas Executive;1;Casado;4639;Ate 5k;2261;2;Sim;Não;16;3;4;80;1;17;2;2;15;7;6;13
RM1012;36;36-45;Não;Viaja_Raramente;1174;Vendas;3;4;Marketing;1;1425;1;Feminino;99;3;2;Vendas Executive;2;Solteiro;9278;5k-10k;20763;3;Sim;Sim;16;3;4;80;0;15;3;3;5;4;0;1
RM1019;36;36-45;Não;Viaja_Raramente;172;Pesquisa e Desenvolvimento;4;4;Ciências Humanas;1;1435;1;Masculino;37;2;2;Técnico de laboratório;4;Solteiro;5810;5k-10k;22604;1;Sim;Não;16;3;3;80;0;10;2;2;10;4;1;8
RM1020;36;36-45;Não;Viaja_Raramente;329;Vendas;16;4;Marketing;1;1436;3;Feminino;98;2;2;Vendas Executive;1;Casado;5647;5k-10k;13494;4;Sim;Não;13;3;1;80;2;11;3;2;3;2;0;2
RM1103;36;36-45;Não;Viaja_Raramente;1157;Vendas;2;4;Ciências Humanas;1;1556;3;Masculino;70;3;1;Representativo de Vendas;4;Solteiro;2644;Ate 5k;17001;3;Sim;Sim;21;4;4;80;0;7;3;2;3;2;1;2
RM1122;36;36-45;Não;Viaja_Raramente;884;Vendas;1;4;Ciências Humanas;1;1585;2;Feminino;73;3;2;Vendas Executive;3;Solteiro;6815;5k-10k;21447;6;Sim;Não;13;3;1;80;0;15;5;3;1;0;0;0
RM1129;36;36-45;Não;Viaja_Frequentemente;1302;Pesquisa e Desenvolvimento;6;4;Ciências Humanas;1;1594;1;Masculino;80;4;2;Técnico de laboratório;1;Casado;5562;5k-10k;19711;3;Sim;Sim;13;3;4;80;1;9;3;3;3;2;0;2
RM1146;36;36-45;Não;Viaja_Raramente;559;Pesquisa e Desenvolvimento;12;4;Ciências Humanas;1;1614;3;Feminino;76;3;2;Diretor de Manufatura;3;Casado;4663;Ate 5k;12421;9;Sim;Sim;12;3;2;80;2;7;2;3;3;2;1;1
RM1174;36;36-45;Não;Viaja_Raramente;711;Pesquisa e Desenvolvimento;5;4;Ciências Humanas;1;1651;2;Feminino;42;3;3;Representante de saúde;1;Casado;8008;5k-10k;22792;4;Sim;Não;12;3;3;80;2;9;6;3;3;2;0;2
RM1181;36;36-45;Não;Viaja_Raramente;311;Pesquisa e Desenvolvimento;7;3;Ciências Humanas;1;1659;1;Masculino;77;3;1;Técnico de laboratório;2;Solteiro;2013;Ate 5k;10950;2;Sim;Não;11;3;3;80;0;15;4;3;4;3;1;3
RM1183;36;36-45;Não;Não_Viaja;894;Pesquisa e Desenvolvimento;1;4;Médica;1;1662;4;Feminino;33;2;2;Diretor de Manufatura;3;Casado;4374;Ate 5k;15411;0;Sim;Não;15;3;3;80;0;4;6;3;3;2;1;2
RM1184;36;36-45;Não;Viaja_Raramente;1040;Pesquisa e Desenvolvimento;3;2;Ciências Humanas;1;1664;4;Masculino;79;4;2;Representante de saúde;1;Divorciado;6842;5k-10k;26308;6;Sim;Não;20;4;1;80;1;13;3;3;5;4;0;4
RM1200;36;36-45;Não;Viaja_Raramente;1351;Pesquisa e Desenvolvimento;26;4;Ciências Humanas;1;1682;1;Masculino;80;3;2;Representante de saúde;3;Casado;5347;5k-10k;7419;6;Sim;Não;14;3;2;80;2;10;2;2;3;2;0;2
RM1221;36;36-45;Não;Viaja_Raramente;530;Vendas;2;4;Ciências Humanas;1;1710;3;Feminino;51;3;2;Representativo de Vendas;4;Solteiro;4502;Ate 5k;7439;3;Sim;Não;15;3;3;80;0;17;2;2;13;7;6;7
RM1237;36;36-45;Sim;Viaja_Raramente;1456;Vendas;13;5;Marketing;1;1733;2;Masculino;96;2;2;Vendas Executive;1;Divorciado;6134;5k-10k;8658;5;Sim;Sim;13;3;2;80;3;16;3;3;2;2;2;2
RM1279;36;36-45;Não;Viaja_Raramente;1383;Pesquisa e Desenvolvimento;10;3;Ciências Humanas;1;1790;4;Masculino;90;3;3;Representante de saúde;1;Casado;8321;5k-10k;25949;7;Sim;Sim;13;3;4;80;1;15;1;3;12;8;5;7
RM1316;36;36-45;Não;Viaja_Raramente;430;Pesquisa e Desenvolvimento;2;4;Outro;1;1847;4;Feminino;73;3;2;Cientista Pesquisador;2;Casado;6962;5k-10k;19573;4;Sim;Sim;22;4;4;80;1;15;2;3;1;0;0;0
RM1341;36;36-45;Não;Viaja_Raramente;1266;Vendas;10;4;Graduação Técnica;1;1880;2;Feminino;63;2;2;Vendas Executive;3;Casado;5673;5k-10k;6060;1;Sim;Sim;13;3;1;80;1;10;4;3;10;9;1;7
RM1348;36;36-45;Não;Viaja_Frequentemente;1213;Recursos Humanos;2;1;Recursos Humanos;1;1890;2;Masculino;94;2;2;Recursos Humanos;4;Solteiro;3886;Ate 5k;4223;1;Sim;Não;21;4;4;80;0;10;2;2;10;1;0;8
RM1356;36;36-45;Não;Viaja_Raramente;335;Vendas;17;2;Marketing;1;1908;3;Masculino;33;2;2;Vendas Executive;2;Casado;5507;5k-10k;16822;2;Sim;Não;16;3;3;80;2;12;1;1;4;2;1;3
RM1384;36;36-45;Não;Não_Viaja;1351;Pesquisa e Desenvolvimento;9;4;Ciências Humanas;1;1949;1;Masculino;66;4;1;Técnico de laboratório;2;Casado;2810;Ate 5k;9238;1;Sim;Não;22;4;2;80;0;5;3;3;5;4;0;2
RM1440;36;36-45;Não;Viaja_Raramente;557;Vendas;3;3;Médica;1;2024;1;Feminino;94;2;3;Vendas Executive;4;Casado;7644;5k-10k;12695;0;Sim;Não;19;3;3;80;2;10;2;3;9;7;3;4
RM1441;36;36-45;Não;Viaja_Frequentemente;688;Pesquisa e Desenvolvimento;4;2;Ciências Humanas;1;2025;4;Feminino;97;3;2;Diretor de Manufatura;2;Divorciado;5131;5k-10k;9192;7;Sim;Não;13;3;2;80;3;18;3;3;4;2;0;2
RM1448;36;36-45;Não;Não_Viaja;301;Vendas;15;4;Marketing;1;2036;4;Masculino;88;1;2;Vendas Executive;4;Divorciado;5406;5k-10k;10436;1;Sim;Não;24;4;1;80;1;15;4;2;15;12;11;11
RM1454;36;36-45;Não;Viaja_Raramente;1120;Vendas;11;4;Marketing;1;2045;2;Feminino;100;2;2;Vendas Executive;4;Casado;6652;5k-10k;14369;4;Sim;Não;13;3;1;80;1;8;2;2;6;3;0;0
RM1466;36;36-45;Não;Viaja_Frequentemente;884;Pesquisa e Desenvolvimento;23;2;Médica;1;2061;3;Masculino;41;4;2;Técnico de laboratório;4;Casado;2571;Ate 5k;12290;4;Sim;Não;17;3;3;80;1;17;3;3;5;2;0;3
RM1466;36;36-45;Não;Viaja_Frequentemente;884;Pesquisa e Desenvolvimento;23;2;Médica;1;2061;3;Masculino;41;4;2;Técnico de laboratório;4;Casado;2571;Ate 5k;12290;4;Sim;Não;17;3;3;80;1;17;3;3;5;2;0;2
RM003;37;36-45;Sim;Viaja_Raramente;1373;Pesquisa e Desenvolvimento;2;2;Outro;1;4;4;Masculino;92;2;1;Técnico de laboratório;3;Solteiro;2090;Ate 5k;2396;6;Sim;Sim;15;3;2;80;0;7;3;3;0;0;0;0
RM048;37;36-45;Não;Viaja_Raramente;408;Pesquisa e Desenvolvimento;19;2;Ciências Humanas;1;61;2;Masculino;73;3;1;Cientista Pesquisador;2;Casado;3022;Ate 5k;10227;4;Sim;Não;21;4;1;80;0;8;1;3;1;0;0;0
RM060;37;36-45;Não;Viaja_Raramente;1115;Pesquisa e Desenvolvimento;1;4;Ciências Humanas;1;77;1;Masculino;51;2;2;Diretor de Manufatura;3;Divorciado;5993;5k-10k;2689;1;Sim;Não;18;3;3;80;1;7;2;4;7;5;0;7
RM079;37;36-45;Não;Viaja_Raramente;397;Pesquisa e Desenvolvimento;7;4;Médica;1;102;1;Masculino;30;3;3;Research Director;3;Solteiro;13664;10k-15k;25258;4;Sim;Não;13;3;1;80;0;16;3;4;5;2;0;2
RM101;37;36-45;Sim;Viaja_Raramente;807;Recursos Humanos;6;4;Recursos Humanos;1;133;3;Masculino;63;3;1;Recursos Humanos;1;Divorciado;2073;Ate 5k;23648;4;Sim;Sim;22;4;4;80;0;7;3;3;3;2;0;2
RM105;37;36-45;Não;Não_Viaja;1040;Pesquisa e Desenvolvimento;2;2;Ciências Humanas;1;139;3;Masculino;100;2;2;Representante de saúde;4;Divorciado;5163;5k-10k;15850;5;Sim;Não;14;3;4;80;1;17;2;4;1;0;0;0
RM116;37;36-45;Não;Viaja_Raramente;1189;Vendas;3;3;Ciências Humanas;1;152;3;Masculino;87;3;3;Vendas Executive;4;Solteiro;7428;5k-10k;14506;2;Sim;Não;12;3;1;80;0;12;3;3;5;3;1;3
RM196;37;36-45;Não;Viaja_Raramente;290;Pesquisa e Desenvolvimento;21;3;Ciências Humanas;1;267;2;Masculino;65;4;1;Cientista Pesquisador;1;Casado;3564;Ate 5k;22977;1;Sim;Sim;12;3;1;80;1;8;3;2;8;7;1;7
RM223;37;36-45;Não;Viaja_Frequentemente;663;Pesquisa e Desenvolvimento;11;3;Outro;1;306;2;Masculino;47;3;3;Research Director;4;Divorciado;12185;10k-15k;10056;1;Sim;Sim;14;3;3;80;3;10;1;3;10;8;0;7
RM227;37;36-45;Não;Viaja_Frequentemente;319;Vendas;4;4;Marketing;1;311;1;Masculino;41;3;1;Representativo de Vendas;4;Divorciado;2793;Ate 5k;2539;4;Sim;Não;17;3;3;80;1;13;2;3;9;8;5;8
RM249;37;36-45;Não;Viaja_Raramente;1017;Pesquisa e Desenvolvimento;1;2;Médica;1;340;3;Feminino;83;2;1;Cientista Pesquisador;1;Casado;3920;Ate 5k;18697;2;Sim;Não;14;3;1;80;1;17;2;2;3;1;0;
RM251;37;36-45;Sim;Viaja_Frequentemente;504;Pesquisa e Desenvolvimento;10;3;Médica;1;342;1;Masculino;61;3;3;Diretor de Manufatura;3;Divorciado;10048;10k-15k;22573;6;Sim;Não;11;3;2;80;2;17;5;3;1;0;0;
RM274;37;36-45;Não;Viaja_Raramente;228;Vendas;6;4;Médica;1;378;3;Masculino;98;3;2;Vendas Executive;4;Casado;6502;5k-10k;22825;4;Sim;Não;14;3;2;80;1;7;5;4;5;4;0;1
RM276;37;36-45;Não;Não_Viaja;728;Pesquisa e Desenvolvimento;1;4;Médica;1;380;1;Feminino;80;3;3;Research Director;4;Divorciado;13603;10k-15k;11677;2;Sim;Sim;18;3;1;80;2;15;2;3;5;2;0;2
RM286;37;36-45;Não;Viaja_Raramente;1372;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;391;4;Feminino;42;3;1;Cientista Pesquisador;4;Solteiro;2115;Ate 5k;15881;1;Sim;Não;12;3;2;80;0;17;3;3;17;12;5;7
RM295;37;36-45;Não;Viaja_Frequentemente;889;Pesquisa e Desenvolvimento;9;3;Médica;1;403;2;Masculino;53;3;1;Cientista Pesquisador;4;Casado;2326;Ate 5k;11411;1;Sim;Sim;12;3;3;80;3;4;3;2;4;2;1;2
RM341;37;36-45;Não;Viaja_Raramente;1192;Pesquisa e Desenvolvimento;5;2;Médica;1;460;4;Masculino;61;3;2;Diretor de Manufatura;4;Divorciado;6347;5k-10k;23177;7;Sim;Não;16;3;3;80;2;8;2;2;6;2;0;4
RM354;37;36-45;Não;Viaja_Raramente;1319;Pesquisa e Desenvolvimento;6;3;Médica;1;474;3;Masculino;51;4;2;Cientista Pesquisador;1;Divorciado;5974;5k-10k;17001;4;Sim;Sim;13;3;1;80;2;13;2;3;7;7;6;7
RM365;37;36-45;Não;Viaja_Raramente;921;Pesquisa e Desenvolvimento;10;3;Médica;1;486;3;Feminino;98;3;1;Técnico de laboratório;1;Casado;3452;Ate 5k;17663;6;Sim;Não;20;4;2;80;1;17;3;3;5;4;0;3
RM387;37;36-45;Não;Viaja_Raramente;1107;Pesquisa e Desenvolvimento;14;3;Ciências Humanas;1;515;4;Feminino;95;3;1;Técnico de laboratório;1;Divorciado;3034;Ate 5k;26914;1;Sim;Não;12;3;3;80;1;18;2;2;18;7;12;17
RM390;37;36-45;Não;Viaja_Raramente;1305;Pesquisa e Desenvolvimento;10;4;Ciências Humanas;1;518;3;Masculino;49;3;2;Diretor de Manufatura;2;Solteiro;4197;Ate 5k;21123;2;Sim;Sim;12;3;4;80;0;18;2;2;1;0;0;1
RM399;37;36-45;Não;Não_Viaja;1063;Pesquisa e Desenvolvimento;25;5;Médica;1;529;2;Feminino;72;3;2;Cientista Pesquisador;3;Casado;4449;Ate 5k;23866;3;Sim;Sim;15;3;1;80;2;15;2;3;13;11;10;7
RM465;37;36-45;Não;Viaja_Raramente;799;Pesquisa e Desenvolvimento;1;3;Graduação Técnica;1;623;2;Feminino;59;3;3;Diretor de Manufatura;4;Solteiro;7491;5k-10k;23848;4;Sim;Não;17;3;4;80;0;12;3;4;6;5;1;2
RM468;37;36-45;Não;Não_Viaja;142;Vendas;9;4;Médica;1;626;1;Masculino;69;3;3;Vendas Executive;2;Divorciado;8834;5k-10k;24666;1;Sim;Não;13;3;4;80;1;9;6;3;9;5;7;7
RM473;37;36-45;Não;Viaja_Raramente;446;Pesquisa e Desenvolvimento;1;4;Ciências Humanas;1;635;2;Feminino;65;3;2;Diretor de Manufatura;2;Casado;6447;5k-10k;15701;6;Sim;Não;12;3;2;80;1;8;2;2;6;5;4;3
RM487;37;36-45;Não;Viaja_Raramente;558;Vendas;2;3;Marketing;1;656;4;Masculino;75;3;2;Vendas Executive;3;Casado;9602;5k-10k;3010;4;Sim;Sim;11;3;3;80;1;17;3;2;3;0;1;0
RM507;37;36-45;Não;Viaja_Raramente;482;Pesquisa e Desenvolvimento;3;3;Outro;1;689;3;Masculino;36;3;3;Diretor de Manufatura;3;Casado;9434;5k-10k;9606;1;Sim;Não;15;3;3;80;1;10;2;3;10;7;7;8
RM523;37;36-45;Não;Viaja_Raramente;1225;Pesquisa e Desenvolvimento;10;2;Ciências Humanas;1;715;4;Masculino;80;4;1;Cientista Pesquisador;4;Solteiro;4680;Ate 5k;15232;3;Sim;Não;17;3;1;80;0;4;2;3;1;0;0;0
RM578;37;36-45;Não;Viaja_Raramente;571;Pesquisa e Desenvolvimento;10;1;Ciências Humanas;1;802;4;Feminino;82;3;1;Cientista Pesquisador;1;Divorciado;2782;Ate 5k;19905;0;Sim;Sim;13;3;2;80;2;6;3;2;5;3;4;3
RM629;37;36-45;Não;Viaja_Raramente;342;Vendas;16;4;Marketing;1;868;4;Masculino;66;2;2;Vendas Executive;3;Divorciado;6334;5k-10k;24558;4;Sim;Não;19;3;4;80;2;9;2;3;1;0;0;0
RM649;37;36-45;Não;Viaja_Frequentemente;1231;Vendas;21;2;Médica;1;900;3;Feminino;54;3;1;Representativo de Vendas;4;Casado;2973;Ate 5k;21222;5;Sim;Não;15;3;2;80;1;10;3;3;5;4;0;0
RM653;37;36-45;Não;Não_Viaja;1252;Vendas;19;2;Médica;1;904;1;Masculino;32;3;3;Vendas Executive;2;Solteiro;7642;5k-10k;4814;1;Sim;Sim;13;3;4;80;0;10;2;3;10;0;0;9
RM696;37;36-45;Sim;Viaja_Raramente;625;Vendas;1;4;Ciências Humanas;1;970;1;Masculino;46;2;3;Vendas Executive;3;Casado;10609;10k-15k;14922;5;Sim;Não;11;3;3;80;0;17;2;1;14;1;11;7
RM745;37;36-45;Sim;Viaja_Raramente;1141;Pesquisa e Desenvolvimento;11;2;Médica;1;1033;1;Feminino;61;1;2;Representante de saúde;2;Casado;4777;Ate 5k;14382;5;Sim;Não;15;3;1;80;0;15;2;1;1;0;0;0
RM768;37;36-45;Não;Viaja_Raramente;124;Pesquisa e Desenvolvimento;3;3;Outro;1;1062;4;Feminino;35;3;2;Representante de saúde;2;Solteiro;4107;Ate 5k;13848;3;Sim;Não;15;3;1;80;0;8;3;2;4;3;0;1
RM796;37;36-45;Não;Viaja_Raramente;309;Vendas;10;4;Ciências Humanas;1;1105;4;Feminino;88;2;2;Vendas Executive;4;Divorciado;6694;5k-10k;24223;2;Sim;Sim;14;3;3;80;3;8;5;3;1;0;0;0
RM833;37;36-45;Não;Viaja_Raramente;367;Pesquisa e Desenvolvimento;25;2;Médica;1;1161;3;Feminino;52;2;2;Representante de saúde;4;Divorciado;5731;5k-10k;17171;7;Sim;Não;13;3;3;80;2;9;2;3;6;2;1;3
RM856;37;36-45;Não;Viaja_Raramente;977;Pesquisa e Desenvolvimento;1;3;Ciências Humanas;1;1196;4;Feminino;56;2;2;Diretor de Manufatura;4;Casado;6474;5k-10k;9961;1;Sim;Não;13;3;2;80;1;14;2;2;14;8;3;11
RM990;37;36-45;Não;Viaja_Raramente;1439;Pesquisa e Desenvolvimento;4;1;Ciências Humanas;1;1394;3;Masculino;54;3;1;Cientista Pesquisador;3;Casado;2996;Ate 5k;5182;7;Sim;Sim;15;3;4;80;0;8;2;3;6;4;1;3
RM1002;37;36-45;Não;Viaja_Raramente;1462;Pesquisa e Desenvolvimento;11;3;Médica;1;1411;1;Feminino;94;3;1;Técnico de laboratório;3;Solteiro;3629;Ate 5k;19106;4;Sim;Não;18;3;1;80;0;8;6;3;3;2;0;2
